sentence1	sentence2	label
just checking.	you're secretly trying to distract catanstrophe,	Contrast
i'd like clay or wheat.	so given the dice rolls, wheat.	Result
oh great.	don't have any of those.	Explanation
but it's one of those things you have to move on, sadly	and i do, of course, hope you feel better soon	Continuation
a wood or a clay?	no	Question_answer_pair
sheep for ore?	1-1?	Q_Elab
i need wood bro...	sorry to confuse	no_relation
no i am not winning any time soon	actually, wait sorry	Correction
i don't think i can afford to make any trades with you in this situ	situation	Correction
that's cool niko,	going to do some reading up	Explanation
see you then :)	you are too good for us	Comment
quite mediocre.	i enjoy it though	Contrast
i just discarded	oh, ouch.	Comment
me too	fair enough	Acknowledgement
hello all,	and indeed, good luck!	Continuation
well. if lj can't fix her current problem,	do it in earnest next week	no_relation
rennoc	tomm made an offer to trade 2 sheep for 1 wood from the bank or a port.	no_relation
i only have food	mmm food.	Comment
it's a trap	wow, you are clay tastic, eh?	no_relation
yeah i just feel naff - and now cant work today or tomorrow at least	i can't lift any of the kids atm	Elaboration
if you have a settlement on them	you can get better trades	Conditional
2?	was the plan!	no_relation
nope	clay and ore?	Q_Elab
anyone want to give me wood for brick or wheat?	ghettoette ended their turn.	Result
an ore	sheep or clay?	Q_Elab
yeah,	i didn't want that wheat anyway	no_relation
my wheat!	i didn't want that wheat anyway	Contrast
well played :)	see ya next time!	Comment
have just the one	may get you started	Contrast
yes,	that was my point	Elaboration
want sheep guys?	lol i need a lot of stuff	Question_answer_pair
darn ok	catanstrophe made an offer to trade 6 clay for 3 ore from the bank or a port.	Result
yeah i just feel naff - and now cant work today or tomorrow at least	i'd definitely cost up lost earnings	Result
i kind of need all my games done next week if possible	wait, 	Comment
sorry!	np	Acknowledgement
ah i can place a house	cool	Comment
are we still waiting for one more?	hello!	no_relation
anyone got spare ore/sheep/clay?	pleanty sheep here	Question_answer_pair
(flatmate's in league 1)	yeah, i just heard that too	no_relation
i'd definitely cost up lost earnings	yeah -	Acknowledgement
meh.	euan ended their turn.	no_relation
i have a new computer,	so hopefully less buggy	Result
i don't like this die	:d well... its biased	Comment
ill win next time :d	there was a win for me	no_relation
3 times 7 in a row	odd steak...	Comment
no brick here	none either	Parallel
so you are playing only one on thursday?	but i am half asleep.	no_relation
oh right,	ah.	no_relation
fraid not	gaeilgeoir ended their turn.	Result
no worries!	till saturday!	Continuation
today has been driech	nice	no_relation
got a run of vp cards	ta guys	no_relation
sheep is pretty rare right now.	yeah and wheat	Continuation
sure	sheep please	Elaboration
hw long du thnk ths game will last?	at this rate?	Question_answer_pair
might be web lag?	damn internet sharing *shakes fist*	no_relation
got too excited	we may need to spees up...	no_relation
am just trying to trade with the 3:1 port 	but it doesnt sem to be working?	Contrast
i could do wheat for 1 sheep 1 clay	but not for 1 sheep	Contrast
7 again...	ha	Comment
joy!	i have literally got wood for sheep	no_relation
i wont give it to you,	am i?	Clarification_question
anyone want to trade wheat or sheep for a clay? 	i have sheep	Question_answer_pair
do you have clay/wood?	i have wood ( or ore)	Question_answer_pair
anyone want a clean sheep?	ok	Question_answer_pair
no sheep,	sorry	Comment
now i could trade	one clay for a wood?	Elaboration
anyone got wood 	but need ore or wheat	Continuation
i have lots of ore and sheep,	i have	Question_answer_pair
what do you have?	same here	no_relation
anyone has sheep?	nope	Question_answer_pair
(if you have one)?	no,	Question_answer_pair
i can	how many sheep do you want?	Q_Elab
or a wheat actually	(i would,	Question_answer_pair
goog game	good game guys	Acknowledgement
oh well	ig ended their turn.	Sequence
yeah	no worries	Comment
trade?	i give 2 ore, receive 2 wheat	Elaboration
whats taking him so long?	okay	no_relation
ig?	sure	Question_answer_pair
you can have an ore and a sheep for wood?	thats all i can offer	Elaboration
we'll have to organize for another game.	yeah def	Acknowledgement
hm.	mmm	Comment
np	kersti ended their turn.	Result
yeah i need ore :)	nancy made an offer to trade 2 clay for 1 sheep from the bank or a port.	Result
once jon sits down...	jon sat down at seat 1.	Sequence
(i only seem to ever have caly.	lots of 8s recently...	Explanation
gdgd	who won?	Q_Elab
or sheep?	also out	Question_answer_pair
kk	brb	no_relation
does the game log the dice rolled each turn?	i'd like to see it.	Explanation
meant i could build cities earlier	and buy cards to win	Continuation
lj can you offer a wheat for a wood?	tomas.kostan ended their turn.	no_relation
true.	i'd rather like to roll an 8 though :p	Contrast
do you see a reject button?	if you can't accept,	Question_answer_pair
i guess i can use two sheep	i mean i'll still trade with tomm	Elaboration
anyone have a spare wood,	no	Question_answer_pair
got no wood..	:-)	Acknowledgement
any spare wheat about	i have spare clay ore or wood?	Elaboration
are we still waiting for one more?	i made it	Question_answer_pair
gone	oh shit	Correction
i;ll take 2 ore,	sold	Acknowledgement
well, as i say, don't have any ore at all	ok,	Acknowledgement
does anyone want sheep?	please	Question_answer_pair
sorry gotty!	flip a coin, inca :)	Result
settlement is worth 2, city 3	anyone got wood or sheep to trade?	no_relation
i wish i could get excited about this rare 5	oh on the bright side, i presume everybody has some clay now!	Contrast
it gets quicker	as people build more	Continuation
anyone willing to give ore for sheep?	ok	Question_answer_pair
suddenly the market is flush with wheat	yup	Acknowledgement
if only...	i have clay?	Contrast
how about an ore and a sheep for a wood?	no sheep	Question_answer_pair
ill giv you ore for clay	if i had it...	Question_answer_pair
ore for a wood, tomas?	ore more?	Q_Elab
does anyone have clay?	nope :/	Question_answer_pair
has anyone got a spare clay?	nope sooooooooooooooooooooooooooooooooooooooooooooooooo	Question_answer_pair
i'll go a sheep for a wheat.	ok	Acknowledgement
anyone got an ore?	i can give anything except clay	Elaboration
wed @ 2 or so;	thanks again for participating!	no_relation
anyone want to swap a clay for a wheat?	gotwood4sheep made an offer to trade 4 wheat for 1 clay from the bank or a port.	Result
any sheep for sale?	i am out, sorry	Question_answer_pair
dave: wheat for a clay?	sure, can you do 2 for 2,	Q_Elab
i got sheep and wood	wood?	Q_Elab
i do,	but i'm not sharing	Contrast
i think dave is the only one who does	lo	no_relation
anyone want to give me a clay or ore?	clay..	Question_answer_pair
wheat jade?	you want to give me a wheat?	Clarification_question
i have click one	but it hasnt moved on	Contrast
ore would be lovely	ok	Question_answer_pair
anyone got clay for wheat?	no worries :d	no_relation
oh well, maybe next time!	dmm ended their turn.	Result
i have an ore.	i'll take sheep or wheat	Elaboration
but if you fell at work	or at least bracing themse	no_relation
finally...	gotwood4sheep has 9 resources.	no_relation
has anyone got wood for me?	sry no	Question_answer_pair
see you	see yuo later	Acknowledgement
sorry,	sorry none of that either :(	no_relation
sorry,	i did think that was a bit optimistic	Acknowledgement
battling those roads :d	enjoy the film	no_relation
then pick me, katherine,	can you try another trade?	Clarification_question
well i pass then,	if that's a soldier	Continuation
i dont have wheat	sorry	Comment
yup	i need ore or wood	Elaboration
i have sheep and wheat to trade for brick or wood.	have you any wood as well?	Q_Elab
just wanted to watch the exciting finale	this is very un assembly ;)	Comment
yes	ok then	no_relation
as soon as you can.	just send it by email.	Elaboration
not	yeah i feel rescheduling is probabyl a better idea	Comment
5 wheats me too	sorry,	Explanation
it says	i dnt have wood	no_relation
any chance of a wheat?	i need that too...	Question_answer_pair
ok wood then? 	nada	Question_answer_pair
for wood or sheep?	so want sheep or wood?	Q_Elab
10 to win	in the league we get 2 for a win,	Continuation
is there a recommended program for it?	with rather strange formatting...	no_relation
i'd like some sheep?	woodnsheep made an offer to trade 2 wheat for 1 ore from the bank or a port.	Result
where is ash?	lol	Comment
(they said they would be here...	and i dont have much time ...	Continuation
i'll be orange for the night	we can swap ;)	no_relation
likewise	hmm i don't think there's anything else i can use right now...	Acknowledgement
my office is informatics forum 3.24.	i'll be there tomorrow morning, but not the reest of the week.	Elaboration
hello all,	can you remind me who you are cheshirecatgrin?	Clarification_question
has tomas departed?	he hasn't talked recently :/	Explanation
matt, do you got clay?	i can offer many things	Elaboration
can you do 1 for 1?	... from raefbrisbin	no_relation
you drive a hard bargain	that price is too good	Explanation
yeah	ok	Acknowledgement
oih well,	game started.	Result
i can't come tomorrow morning,	will try and come on wednesday	Continuation
nobody else to steal from...	sorry,	no_relation
start the game,   you mean?	game started.	no_relation
well done yiin	what time tonight?	no_relation
don't have wheat to spare	sorry	Comment
thanks guys	well done	no_relation
he stole my sheep	woo! poor!	no_relation
the temotation to accept...	aww what a sportsperson ;)	Comment
hello again	hey, really sorry about that	Acknowledgement
ore for a sheep?	likewise	Question_answer_pair
1 wood 4 wheat?	sry don't want to end this game :)	Question_answer_pair
anyone want to give me wood for brick or wheat?	lol	Comment
i could offer things?	clay rennoc	no_relation
after you move the dude	ok,	Conditional
nope	also, neither of you can build a settlement without sheep...	Continuation
i ran through the rain to get here!	heh	Comment
thanks, guys.	it was fun to play this league.	Elaboration
until next time..	/rest of saturday	Continuation
bugger, i can't add up, that's why.	heh	Comment
i can give you sheep for anything	for a clay...	Q_Elab
i'd like some wheat?	i have wood...	Elaboration
deal!	thx :)	no_relation
no,	chameleon made an offer to trade 2 sheep for 1 wheat from the bank or a port.	Result
i do	got ore or wood?	Q_Elab
yer, not working for me	got it	Contrast
cheers!	and congrats on defending the title	Continuation
although i have one by my knee	table service :)	Elaboration
sad times	time for a brew...	Comment
yeah	i need to go	Elaboration
:i(	id love to build omething :p	Comment
dave... wood for a wheat?	my bath has been demoted to a sink	no_relation
shall i start the game now?	yep :)	Question_answer_pair
unless either of you want some sheep?	i do....	Question_answer_pair
still no ore?	no	Question_answer_pair
i hv to b sumwher at 630	we'll be done before then surely	Comment
choose a number that actually is on the map!	i see sotty	no_relation
thanks	no problem	Acknowledgement
also, for your £5 you'll have to come by my office.	sure,	Acknowledgement
that 9-5-10 that ghettoette took is by far the best spot	no doubt	Acknowledgement
yer	it's got to that part of the game..	Comment
thanks tomas!!	ok see you on thursday :)	Acknowledgement
nope	understood ;)	Acknowledgement
well done ccg	and inca	Continuation
anyone have wheat for sheep?	nope	Question_answer_pair
anyone have clay or wheat?	but you got wood??	Q_Elab
anyone want to give me clay?	nope	Question_answer_pair
i'll give youa sheep	need only wood/clay	Contrast
anyone want to trade....	nah,	Question_answer_pair
i think i'll get going too	until next time!	Continuation
which?	ore?	Question_answer_pair
sorry, back	what did i miss?	Clarification_question
nope,	me neither	Elaboration
sheep for my wood anyone?	nope	Question_answer_pair
i thought you got to move the robber	because you played a car?	Explanation
thank you	thank you too	Acknowledgement
think clay is in abundance this game	and a lack of sheep	Continuation
ok lj	yay more sheep	Question_answer_pair
