sentence1	sentence2	label
this year, many stores are entering the christmas season in turmoil	bonwit teller and b. altman parent l.j. hooker corp. is operating under chapter 11 of the federal bankruptcy code	Instantiation
which are a further drain	that not even their editors know for sure how much these show-piece publications, along with the newspapers, have cost mr. moon	Concession
it said yesterday that net income for its third quarter soared 72% to $11.8 million, or 28 cents a share, from $6.8 million, or 19 cents a share, in the year-ago period	its revenue totaled $184.4 million, an increase of 172% from $67.8 million a year ago	Conjunction
that jaguar shares were being temporarily suspended at 746 pence ($11.80) each	that the government would abolish its golden share in jaguar	Cause
the new politics of abortion have contributed to a world turned upside down for mr. courter	unless he closes the gap, republicans risk losing not only the governorship but also the assembly next month	Cause
that a president needs the ability to surgically remove pork-barrel spending projects that are attached to big omnibus spending bills	those bills can't easily be vetoed in their entirety because they often are needed to keep the government operating	Cause
it's back to tax-give-away time for the select few	next year, every special-interest group is going to be there knocking on lloyd bentsen's door, on danny rostenkowski's door	Cause
some find no harm in the misdemeanors of trespass, minor property destruction, blocking traffic and the like	these are small prices to pay for galvanizing action for the all-important cause	Cause
as a result, the insurance market plans new measures to restrict the ability of syndicate officials to leave years open	it expects to enact new rules mandating the changes by year end	Restatement
today, trading in almost any commodity can be diverted from u.s. markets with just a few strokes of a keyboard.all foreign markets are aggressively courting u.s. business.in fact, several london markets already offer lower costs for trading in the same or very similar contracts	the u.s. exchanges need both market integrity and cost-efficiency; long-term growth depends on it	Cause
people are fearful and sensitive	everybody's finger is one inch closer to the button	Cause
taming the union complements previous moves by the government to attract private investment in petrochemicals	in may, the government unveiled new foreign investment regulations that create special trusts allowing foreigners, long limited to a 40% stake in secondary petrochemical companies, to own up to 100%	Instantiation
